id,category,creator,level,maxUsers,price,datetime,title,duration
560,Barre,166,intermediate,41,16.69,2023-09-12 00:00:00.393354,A Barre class,1 h 55 min
561,Body Pump,528,intermediate,39,16.91,2023-06-03 10:00:00.393354,A Body Pump class,1 h 45 min
562,Kickboxing,678,begginer,15,13.29,2023-11-06 13:00:00.393354,A Kickboxing class,0 h 55 min
563,Spinning,744,intermediate,16,10.87,2023-10-31 04:30:00.393354,A Spinning class,2 h 
564,Body Combat,704,intermediate,38,11.47,2023-07-15 21:00:00.393354,A Body Combat class,0 h 20 min
565,Body Pump,991,advanced,9,20.48,2024-04-14 20:00:00.393354,A Body Pump class,1 h 45 min
566,CrossFit,60,begginer,38,19.77,2024-03-09 00:00:00.393354,A CrossFit class,1 h 55 min
567,Barre,903,begginer,13,15.29,2023-12-18 05:00:00.393354,A Barre class,1 h 25 min
568,Body Combat,290,intermediate,12,15.33,2023-12-19 02:30:00.393354,A Body Combat class,1 h 5 min
569,Body Pump,945,all levels,16,13.78,2023-12-11 22:00:00.393354,A Body Pump class,1 h 50 min
570,Pilates,193,advanced,9,14.7,2023-12-09 09:30:00.393354,A Pilates class,0 h 45 min
571,Total Body Conditioning,697,begginer,48,15.26,2023-06-17 04:30:00.393354,A Total Body Conditioning class,1 h 45 min
572,Zumba,647,advanced,19,17.36,2023-11-21 23:30:00.393354,A Zumba class,2 h 
573,Yoga,94,all levels,24,7.77,2023-10-28 06:30:00.393354,A Yoga class,0 h 35 min
574,Body Pump,456,intermediate,37,9.03,2023-11-12 15:30:00.393354,A Body Pump class,1 h 40 min
575,Aerobics,918,all levels,44,13.1,2024-05-06 23:30:00.393354,A Aerobics class,2 h 
576,Boxing,927,advanced,32,17.42,2024-05-02 09:00:00.393354,A Boxing class,2 h 
577,Spinning,849,all levels,37,14.59,2023-12-09 00:00:00.393354,A Spinning class,0 h 55 min
578,ABS,151,begginer,12,16.03,2023-06-20 04:00:00.393354,A ABS class,0 h 15 min
579,Kickboxing,27,begginer,49,16.44,2024-01-18 05:30:00.393354,A Kickboxing class,0 h 
580,Body Pump,22,advanced,46,12.96,2023-10-28 10:00:00.393354,A Body Pump class,1 h 40 min
581,Body Pump,715,begginer,17,13.33,2024-01-26 12:00:00.393354,A Body Pump class,2 h 
582,ABS,365,advanced,18,10.7,2024-05-26 08:30:00.393354,A ABS class,0 h 5 min
583,Other,761,advanced,16,15.44,2024-02-29 02:00:00.393354,A Other class,2 h 
584,Spinning,794,intermediate,42,17.57,2023-11-22 00:00:00.393354,A Spinning class,2 h 
585,Total Body Conditioning,994,intermediate,27,14.49,2024-02-14 23:00:00.393354,A Total Body Conditioning class,0 h 35 min
586,Yoga,365,intermediate,36,15.64,2023-11-05 15:30:00.393354,A Yoga class,0 h 50 min
587,Aerobics,604,intermediate,26,13.66,2023-12-13 02:30:00.393354,A Aerobics class,0 h 55 min
588,Body Combat,528,advanced,2,13.68,2023-11-21 07:30:00.393354,A Body Combat class,1 h 10 min
589,Total Body Conditioning,799,advanced,5,17.68,2024-03-03 19:00:00.393354,A Total Body Conditioning class,0 h 30 min
590,Kickboxing,903,intermediate,38,10.1,2024-02-13 08:30:00.393354,A Kickboxing class,0 h 30 min
591,GAP,616,intermediate,17,16.75,2024-05-03 09:30:00.393354,A GAP class,0 h 30 min
592,Aerobics,884,intermediate,28,12.34,2023-10-12 11:30:00.393354,A Aerobics class,0 h 45 min
593,Pilates,153,intermediate,7,11.52,2023-12-10 19:00:00.393354,A Pilates class,1 h 40 min
594,Kickboxing,608,begginer,30,12.84,2024-02-18 18:00:00.393354,A Kickboxing class,1 h 50 min
595,Kickboxing,423,begginer,20,18.76,2023-12-24 04:30:00.393354,A Kickboxing class,0 h 55 min
596,Yoga,347,intermediate,47,14.89,2023-11-23 19:00:00.393354,A Yoga class,1 h 5 min
597,Aerobics,523,all levels,20,20.92,2023-10-15 15:00:00.393354,A Aerobics class,1 h 45 min
598,GAP,616,begginer,8,12.06,2024-02-28 02:00:00.393354,A GAP class,2 h 
599,Boxing,147,begginer,15,21.32,2024-01-04 18:30:00.393354,A Boxing class,1 h 
600,Boxing,322,begginer,29,11.96,2024-01-09 17:30:00.393354,A Boxing class,2 h 
601,Barre,988,all levels,42,17.4,2024-03-24 09:30:00.393354,A Barre class,2 h 
602,Total Body Conditioning,47,intermediate,31,14.09,2024-02-09 20:30:00.393354,A Total Body Conditioning class,2 h 
603,ABS,991,intermediate,38,13.51,2024-04-21 22:30:00.393354,A ABS class,1 h 45 min
604,GAP,744,intermediate,20,14.12,2024-05-02 13:30:00.393354,A GAP class,0 h 55 min
605,Body Combat,391,advanced,7,10.99,2024-01-07 15:00:00.393354,A Body Combat class,2 h 
606,GAP,715,intermediate,47,15.65,2023-09-28 00:00:00.393354,A GAP class,0 h 
607,Total Body Conditioning,832,all levels,8,16.07,2023-12-10 00:30:00.393354,A Total Body Conditioning class,2 h 
608,GAP,455,intermediate,31,12.91,2023-11-04 23:30:00.393354,A GAP class,2 h 
609,HIIT,247,intermediate,4,13.15,2024-03-29 02:00:00.393354,A HIIT class,2 h 
610,Spinning,837,advanced,16,14.63,2023-10-28 20:00:00.393354,A Spinning class,2 h 
611,Kickboxing,899,advanced,12,10.76,2023-06-28 16:00:00.393354,A Kickboxing class,2 h 
612,Barre,218,all levels,8,12.04,2024-04-27 09:30:00.393354,A Barre class,1 h 5 min
613,Personalized,52,begginer,38,17.84,2023-06-28 00:00:00.393354,A Personalized class,1 h 25 min
614,GAP,884,begginer,30,14.38,2023-07-05 03:00:00.393354,A GAP class,0 h 55 min
615,Body Pump,439,advanced,42,16.91,2023-09-22 19:00:00.393354,A Body Pump class,0 h 
616,Pilates,671,intermediate,50,14.98,2024-04-13 11:30:00.393354,A Pilates class,1 h 15 min
617,Aerobics,455,all levels,9,16.58,2023-05-29 22:30:00.393354,A Aerobics class,2 h 
618,Total Body Conditioning,991,begginer,46,15.38,2024-05-08 13:30:00.393354,A Total Body Conditioning class,0 h 50 min
619,Aerobics,832,all levels,31,14.56,2023-08-17 03:00:00.393354,A Aerobics class,0 h 45 min
620,Body Combat,148,advanced,18,16.01,2023-10-21 01:00:00.393354,A Body Combat class,2 h 
621,Kickboxing,907,begginer,47,15.03,2023-08-28 13:30:00.393354,A Kickboxing class,1 h 15 min
622,Boxing,715,all levels,24,10.91,2023-09-27 05:30:00.393354,A Boxing class,1 h 55 min
623,Zumba,833,intermediate,34,17.43,2023-09-23 14:30:00.393354,A Zumba class,1 h 45 min
624,Other,630,begginer,2,18.79,2023-07-22 01:30:00.393354,A Other class,0 h 50 min
625,Boxing,11,begginer,9,8.46,2023-12-28 19:30:00.393354,A Boxing class,0 h 50 min
626,Total Body Conditioning,495,advanced,37,16.86,2023-11-01 01:00:00.393354,A Total Body Conditioning class,2 h 
627,CrossFit,671,advanced,26,13.23,2023-07-11 21:30:00.393354,A CrossFit class,1 h 30 min
628,ABS,680,all levels,47,16.17,2023-09-18 22:30:00.393354,A ABS class,0 h 10 min
629,Zumba,792,begginer,25,18.23,2023-06-17 08:30:00.393354,A Zumba class,2 h 
630,Kickboxing,737,begginer,45,13.59,2023-11-07 01:00:00.393354,A Kickboxing class,0 h 10 min
631,ABS,1,intermediate,15,14.99,2024-04-14 12:30:00.393354,A ABS class,0 h 30 min
632,Body Pump,647,advanced,18,13.96,2023-07-30 13:00:00.393354,A Body Pump class,0 h 40 min
633,Kickboxing,717,all levels,12,13.62,2024-02-26 23:30:00.393354,A Kickboxing class,0 h 20 min
634,CrossFit,246,intermediate,42,10.61,2023-12-26 02:30:00.393354,A CrossFit class,1 h 30 min
635,Kickboxing,495,intermediate,27,16.38,2023-10-30 03:00:00.393354,A Kickboxing class,1 h 15 min
636,Personalized,519,begginer,47,17.47,2023-06-07 17:00:00.393354,A Personalized class,0 h 5 min
637,Boxing,665,all levels,7,17.52,2024-03-23 22:30:00.393354,A Boxing class,2 h 
638,Body Combat,658,all levels,9,11.28,2023-11-29 12:30:00.393354,A Body Combat class,0 h 35 min
639,Personalized,803,begginer,20,11.31,2023-06-27 01:30:00.393354,A Personalized class,2 h 
640,CrossFit,555,begginer,32,11.88,2024-02-02 19:30:00.393354,A CrossFit class,1 h 10 min
641,HIIT,47,intermediate,28,12.34,2023-06-16 09:00:00.393354,A HIIT class,2 h 
642,Body Combat,726,intermediate,26,13.35,2023-08-22 12:30:00.393354,A Body Combat class,2 h 
643,Barre,193,begginer,29,13.37,2023-09-08 06:30:00.393354,A Barre class,0 h 30 min
644,Other,148,advanced,18,15.9,2023-10-02 08:30:00.393354,A Other class,1 h 10 min
645,ABS,872,begginer,15,13.0,2023-08-03 11:30:00.393354,A ABS class,0 h 35 min
646,Zumba,218,advanced,28,11.73,2024-01-16 09:00:00.393354,A Zumba class,0 h 10 min
647,GAP,762,advanced,13,12.94,2024-05-19 03:30:00.393354,A GAP class,0 h 35 min
648,Zumba,107,intermediate,44,15.73,2023-11-14 01:00:00.393354,A Zumba class,0 h 10 min
649,Other,264,begginer,37,14.36,2024-04-26 04:30:00.393354,A Other class,1 h 10 min
650,GAP,523,all levels,48,11.34,2023-09-04 07:30:00.393354,A GAP class,0 h 55 min
651,Boxing,343,all levels,17,21.44,2024-05-21 21:30:00.393354,A Boxing class,0 h 40 min
652,CrossFit,792,all levels,39,12.19,2023-11-01 00:00:00.393354,A CrossFit class,0 h 20 min
653,Boxing,153,all levels,44,16.42,2023-08-05 20:30:00.393354,A Boxing class,0 h 20 min
654,Zumba,922,all levels,34,17.48,2024-04-19 08:00:00.393354,A Zumba class,2 h 
655,Boxing,939,intermediate,22,14.0,2023-09-16 19:00:00.393354,A Boxing class,2 h 
656,Barre,47,all levels,33,13.8,2023-07-01 20:00:00.393354,A Barre class,2 h 
657,Boxing,250,begginer,26,9.67,2024-05-24 07:30:00.393354,A Boxing class,0 h 20 min
658,Zumba,895,intermediate,22,13.36,2024-01-13 07:30:00.393354,A Zumba class,0 h 10 min
659,Body Pump,792,begginer,12,15.51,2023-07-16 19:00:00.393354,A Body Pump class,1 h 40 min
660,CrossFit,52,intermediate,12,11.79,2023-07-24 17:00:00.393354,A CrossFit class,0 h 10 min
661,CrossFit,84,begginer,11,13.24,2024-01-02 15:30:00.393354,A CrossFit class,1 h 35 min
662,Body Pump,264,advanced,35,12.74,2024-05-26 05:00:00.393354,A Body Pump class,0 h 35 min
663,Pilates,858,advanced,33,14.13,2024-04-27 17:30:00.393354,A Pilates class,1 h 30 min
664,GAP,365,intermediate,20,15.73,2024-02-25 11:30:00.393354,A GAP class,1 h 50 min
665,Zumba,51,advanced,24,13.02,2024-04-17 00:30:00.393354,A Zumba class,2 h 
666,Stretching,720,intermediate,44,11.8,2023-06-12 17:00:00.393354,A Stretching class,1 h 40 min
667,Pilates,704,begginer,21,14.06,2023-12-15 08:30:00.393354,A Pilates class,0 h 30 min
668,Pilates,778,advanced,20,13.71,2024-01-02 01:00:00.393354,A Pilates class,0 h 
669,Body Pump,726,begginer,4,17.33,2023-09-19 10:30:00.393354,A Body Pump class,0 h 30 min
670,Barre,937,advanced,22,14.98,2023-06-15 20:00:00.393354,A Barre class,1 h 55 min
671,Aerobics,439,advanced,21,14.68,2023-08-26 03:30:00.393354,A Aerobics class,1 h 45 min
672,GAP,245,begginer,38,16.15,2024-03-28 02:30:00.393354,A GAP class,0 h 50 min
673,Body Pump,669,intermediate,1,9.54,2024-01-11 17:00:00.393354,A Body Pump class,0 h 40 min
674,CrossFit,949,advanced,44,19.11,2024-02-18 10:00:00.393354,A CrossFit class,1 h 35 min
675,Total Body Conditioning,695,begginer,35,18.03,2023-11-20 18:00:00.393354,A Total Body Conditioning class,1 h 55 min
676,Other,867,advanced,14,17.39,2024-03-26 20:00:00.393354,A Other class,1 h 15 min
677,Kickboxing,176,intermediate,5,12.61,2023-05-28 22:00:00.393354,A Kickboxing class,0 h 15 min
678,Spinning,455,advanced,22,10.51,2023-08-16 21:30:00.393354,A Spinning class,1 h 45 min
679,Body Pump,799,all levels,27,13.04,2024-03-15 03:30:00.393354,A Body Pump class,1 h 30 min
680,Boxing,22,intermediate,4,18.02,2023-10-30 18:00:00.393354,A Boxing class,0 h 
681,Zumba,51,advanced,6,11.74,2023-11-29 02:30:00.393354,A Zumba class,0 h 45 min
682,Zumba,350,all levels,22,14.43,2023-10-06 12:30:00.393354,A Zumba class,0 h 35 min
683,Boxing,762,intermediate,6,14.04,2023-11-19 22:00:00.393354,A Boxing class,2 h 
684,Personalized,147,begginer,12,12.16,2023-09-05 14:00:00.393354,A Personalized class,0 h 45 min
685,Yoga,793,intermediate,44,16.28,2024-04-27 16:30:00.393354,A Yoga class,0 h 45 min
686,Spinning,343,begginer,26,21.09,2024-05-13 09:30:00.393354,A Spinning class,1 h 
687,Other,250,intermediate,4,15.18,2023-06-07 23:30:00.393354,A Other class,0 h 45 min
688,Pilates,971,intermediate,26,14.28,2023-07-13 23:00:00.393354,A Pilates class,0 h 25 min
689,Barre,523,advanced,26,14.03,2023-08-24 20:30:00.393354,A Barre class,1 h 5 min
690,Body Combat,630,intermediate,44,18.23,2023-10-12 02:30:00.393354,A Body Combat class,1 h 
691,Kickboxing,981,all levels,39,12.06,2023-06-07 21:30:00.393354,A Kickboxing class,2 h 
692,Spinning,971,begginer,49,10.97,2023-11-06 20:30:00.393354,A Spinning class,0 h 25 min
693,Body Combat,104,begginer,29,12.38,2024-01-23 05:00:00.393354,A Body Combat class,2 h 
694,GAP,945,intermediate,37,15.37,2023-11-21 01:00:00.393354,A GAP class,2 h 
695,Body Combat,84,all levels,35,11.68,2024-05-04 07:30:00.393354,A Body Combat class,2 h 
696,Spinning,439,all levels,32,16.6,2023-09-02 21:00:00.393354,A Spinning class,2 h 
697,GAP,721,begginer,31,9.44,2024-02-24 21:30:00.393354,A GAP class,2 h 
698,Total Body Conditioning,709,all levels,11,16.84,2024-03-02 19:00:00.393354,A Total Body Conditioning class,2 h 
699,Body Pump,107,advanced,48,13.97,2024-02-18 00:00:00.393354,A Body Pump class,1 h 20 min
700,Other,670,all levels,10,18.2,2023-08-10 08:00:00.393354,A Other class,1 h 45 min
701,Body Pump,258,begginer,6,11.78,2023-11-19 14:30:00.393354,A Body Pump class,1 h 25 min
702,Body Combat,147,advanced,14,16.64,2023-10-10 09:00:00.393354,A Body Combat class,1 h 55 min
703,Other,528,begginer,50,10.05,2023-06-24 15:30:00.393354,A Other class,1 h 10 min
704,Boxing,737,intermediate,7,15.52,2024-05-20 05:30:00.393354,A Boxing class,2 h 
705,Kickboxing,822,intermediate,17,18.77,2023-07-26 01:00:00.393354,A Kickboxing class,0 h 40 min
706,Body Combat,495,intermediate,4,17.92,2024-01-25 06:00:00.393354,A Body Combat class,1 h 30 min
707,Zumba,832,begginer,11,16.04,2023-12-26 02:00:00.393354,A Zumba class,2 h 
708,Personalized,109,all levels,6,14.17,2023-09-27 07:30:00.393354,A Personalized class,0 h 
709,Other,833,advanced,10,12.75,2023-08-01 11:00:00.393354,A Other class,0 h 40 min
710,Barre,441,advanced,23,15.6,2024-02-22 15:00:00.393354,A Barre class,1 h 5 min
711,Barre,574,advanced,50,11.13,2024-02-03 20:30:00.393354,A Barre class,1 h 35 min
712,Zumba,201,all levels,26,10.12,2023-09-05 12:30:00.393354,A Zumba class,0 h 
713,GAP,793,all levels,16,16.51,2023-08-12 04:00:00.393354,A GAP class,2 h 
714,GAP,50,intermediate,36,17.35,2023-10-20 16:00:00.393354,A GAP class,0 h 5 min
715,Total Body Conditioning,898,all levels,9,20.19,2023-10-17 10:00:00.393354,A Total Body Conditioning class,0 h 25 min
716,Spinning,576,advanced,50,16.97,2023-12-08 22:30:00.393354,A Spinning class,2 h 
717,Body Pump,990,begginer,32,13.16,2023-11-10 07:00:00.393354,A Body Pump class,0 h 35 min
718,Yoga,439,advanced,37,13.85,2024-02-09 19:30:00.393354,A Yoga class,0 h 25 min
719,Kickboxing,981,intermediate,28,13.35,2024-01-03 17:00:00.393354,A Kickboxing class,1 h 
720,GAP,623,intermediate,27,13.8,2023-06-25 01:30:00.393354,A GAP class,0 h 55 min
721,Yoga,608,intermediate,4,11.78,2023-06-18 15:00:00.393354,A Yoga class,2 h 
722,Personalized,519,intermediate,46,16.26,2023-07-25 04:30:00.393354,A Personalized class,0 h 25 min
723,Zumba,929,intermediate,27,17.36,2023-10-20 03:30:00.393354,A Zumba class,2 h 
724,CrossFit,343,all levels,12,10.28,2024-04-06 12:00:00.393354,A CrossFit class,2 h 
725,Zumba,990,advanced,44,11.14,2023-08-04 10:30:00.393354,A Zumba class,0 h 45 min
726,Personalized,918,all levels,40,18.58,2023-07-22 02:00:00.393354,A Personalized class,1 h 50 min
727,Other,872,begginer,9,9.05,2023-09-29 01:30:00.393354,A Other class,2 h 
728,Body Combat,744,begginer,28,18.75,2024-03-25 08:30:00.393354,A Body Combat class,0 h 5 min
729,Other,439,begginer,21,13.57,2023-10-26 00:00:00.393354,A Other class,0 h 45 min
730,Body Combat,218,advanced,28,12.75,2024-05-08 15:00:00.393354,A Body Combat class,0 h 30 min
731,Barre,88,intermediate,49,16.53,2023-12-14 21:30:00.393354,A Barre class,2 h 
732,Aerobics,861,all levels,41,16.32,2023-06-22 11:00:00.393354,A Aerobics class,1 h 35 min
733,Zumba,168,all levels,37,9.78,2024-01-28 17:30:00.393354,A Zumba class,1 h 45 min
734,HIIT,776,intermediate,20,15.59,2024-01-17 20:00:00.393354,A HIIT class,0 h 40 min
735,Personalized,275,advanced,39,16.46,2024-03-20 00:00:00.393354,A Personalized class,0 h 25 min
736,Boxing,945,advanced,17,15.41,2023-07-21 08:30:00.393354,A Boxing class,0 h 35 min
737,Kickboxing,867,advanced,2,15.88,2023-09-19 10:00:00.393354,A Kickboxing class,1 h 35 min
738,Personalized,603,intermediate,30,21.03,2024-05-12 05:00:00.393354,A Personalized class,2 h 
739,Boxing,630,advanced,12,14.76,2024-04-07 22:00:00.393354,A Boxing class,1 h 30 min
740,Spinning,608,begginer,12,14.95,2023-11-26 16:00:00.393354,A Spinning class,0 h 10 min
741,HIIT,201,advanced,22,18.35,2024-04-09 21:30:00.393354,A HIIT class,1 h 50 min
742,Barre,724,begginer,10,19.7,2024-04-30 00:00:00.393354,A Barre class,0 h 40 min
743,HIIT,107,all levels,28,13.46,2023-07-09 22:30:00.393354,A HIIT class,0 h 35 min
744,Body Combat,160,all levels,25,15.41,2023-07-15 18:30:00.393354,A Body Combat class,2 h 
745,Zumba,92,intermediate,2,15.77,2023-12-11 14:00:00.393354,A Zumba class,0 h 55 min
746,Yoga,652,advanced,46,16.52,2023-10-22 15:00:00.393354,A Yoga class,2 h 
747,Spinning,442,intermediate,6,17.05,2024-04-15 04:30:00.393354,A Spinning class,2 h 
748,Barre,861,intermediate,23,14.41,2023-08-02 20:30:00.393354,A Barre class,0 h 10 min
749,Boxing,720,all levels,21,10.44,2024-01-02 18:30:00.393354,A Boxing class,2 h 
750,Aerobics,94,advanced,34,12.2,2024-03-06 22:00:00.393354,A Aerobics class,2 h 
751,Spinning,531,begginer,35,15.81,2023-06-26 19:30:00.393354,A Spinning class,0 h 10 min
752,Total Body Conditioning,139,all levels,12,15.52,2023-09-09 19:00:00.393354,A Total Body Conditioning class,0 h 25 min
753,Personalized,18,advanced,22,16.71,2023-10-01 00:00:00.393354,A Personalized class,2 h 
754,Other,724,begginer,25,17.51,2024-05-21 23:30:00.393354,A Other class,0 h 35 min
755,CrossFit,907,all levels,20,15.35,2023-10-31 13:00:00.393354,A CrossFit class,0 h 55 min
756,HIIT,83,begginer,2,12.69,2023-07-22 11:30:00.393354,A HIIT class,0 h 
757,Other,949,all levels,42,13.08,2024-03-03 02:30:00.393354,A Other class,2 h 
758,Personalized,792,begginer,22,8.82,2024-02-05 12:00:00.393354,A Personalized class,1 h 10 min
759,Total Body Conditioning,18,advanced,2,17.01,2023-10-12 16:30:00.393354,A Total Body Conditioning class,0 h 
760,ABS,984,intermediate,28,17.87,2023-12-09 17:30:00.393354,A ABS class,0 h 55 min
761,Body Combat,861,begginer,24,17.86,2023-11-17 07:30:00.393354,A Body Combat class,0 h 15 min
762,Aerobics,168,advanced,7,12.91,2024-02-16 07:00:00.393354,A Aerobics class,0 h 45 min
763,Total Body Conditioning,109,intermediate,25,18.38,2023-08-28 03:30:00.393354,A Total Body Conditioning class,0 h 45 min
764,HIIT,610,begginer,33,12.97,2024-04-03 09:30:00.393354,A HIIT class,2 h 
765,Aerobics,997,all levels,8,8.43,2023-06-04 07:30:00.393354,A Aerobics class,1 h 50 min
766,Aerobics,695,advanced,14,12.45,2024-03-13 06:30:00.393354,A Aerobics class,1 h 5 min
767,Body Pump,441,intermediate,11,13.79,2024-03-22 00:30:00.393354,A Body Pump class,1 h 55 min
768,GAP,139,advanced,8,13.1,2024-01-16 04:00:00.393354,A GAP class,1 h 45 min
769,Pilates,778,begginer,39,7.94,2023-11-17 06:00:00.393354,A Pilates class,0 h 25 min
770,Zumba,715,all levels,29,13.09,2023-10-19 04:00:00.393354,A Zumba class,0 h 25 min
771,GAP,347,begginer,7,12.73,2023-08-23 08:00:00.393354,A GAP class,1 h 5 min
772,Zumba,776,all levels,2,17.81,2024-05-19 02:30:00.393354,A Zumba class,0 h 5 min
773,HIIT,517,advanced,27,13.04,2023-08-14 01:00:00.393354,A HIIT class,0 h 20 min
774,Body Combat,347,advanced,6,11.61,2024-02-07 06:00:00.393354,A Body Combat class,2 h 
775,Spinning,858,all levels,26,13.86,2023-08-19 23:30:00.393354,A Spinning class,2 h 
776,Barre,94,all levels,31,14.14,2023-11-03 14:30:00.393354,A Barre class,2 h 
777,Aerobics,787,intermediate,18,16.4,2024-01-07 14:00:00.393354,A Aerobics class,2 h 
778,Barre,658,begginer,4,14.36,2024-05-10 05:00:00.393354,A Barre class,1 h 
779,Pilates,490,all levels,45,15.3,2023-10-15 05:00:00.393354,A Pilates class,1 h 50 min
780,Aerobics,11,all levels,17,15.05,2023-06-09 11:00:00.393354,A Aerobics class,2 h 
781,Barre,927,intermediate,7,11.67,2024-05-06 14:00:00.393354,A Barre class,2 h 
782,Barre,52,all levels,17,16.43,2024-02-10 05:30:00.393354,A Barre class,1 h 10 min
783,Boxing,685,begginer,48,16.18,2023-07-01 09:30:00.393354,A Boxing class,1 h 55 min
784,Kickboxing,833,intermediate,11,14.04,2023-07-14 04:00:00.393354,A Kickboxing class,2 h 
785,Pilates,837,all levels,18,20.87,2023-09-20 19:30:00.393354,A Pilates class,1 h 5 min
786,Total Body Conditioning,823,begginer,36,14.35,2024-05-11 08:00:00.393354,A Total Body Conditioning class,1 h 50 min
787,ABS,861,begginer,33,11.41,2024-04-04 21:30:00.393354,A ABS class,2 h 
788,Personalized,622,advanced,28,12.19,2023-08-08 00:30:00.393354,A Personalized class,0 h 35 min
789,Stretching,571,begginer,42,10.64,2023-08-28 01:30:00.393354,A Stretching class,0 h 15 min
790,Boxing,347,intermediate,20,13.88,2024-05-06 23:30:00.393354,A Boxing class,1 h 45 min
791,Stretching,258,intermediate,26,14.84,2023-08-26 06:00:00.393354,A Stretching class,0 h 45 min
792,Body Pump,437,advanced,26,13.09,2023-08-21 18:30:00.393354,A Body Pump class,2 h 
793,Barre,495,advanced,47,16.83,2023-12-11 23:00:00.393354,A Barre class,0 h 20 min
794,Zumba,244,advanced,3,20.09,2023-10-13 03:30:00.393354,A Zumba class,2 h 
795,Zumba,27,intermediate,32,16.48,2024-02-20 04:30:00.393354,A Zumba class,0 h 40 min
796,CrossFit,52,intermediate,37,16.72,2023-06-30 12:30:00.393354,A CrossFit class,1 h 15 min
797,Boxing,911,intermediate,27,14.45,2023-10-07 09:00:00.393354,A Boxing class,2 h 
798,Body Pump,801,intermediate,32,19.45,2024-02-26 11:30:00.393354,A Body Pump class,2 h 
799,ABS,442,advanced,6,13.57,2024-04-12 10:30:00.393354,A ABS class,2 h 
800,Aerobics,193,all levels,21,8.18,2024-03-17 19:30:00.393354,A Aerobics class,1 h 30 min
801,Boxing,50,all levels,42,17.65,2023-07-07 14:00:00.393354,A Boxing class,0 h 
802,Boxing,849,intermediate,50,13.26,2023-08-22 15:00:00.393354,A Boxing class,1 h 40 min
803,Aerobics,218,all levels,39,12.98,2023-06-20 10:30:00.393354,A Aerobics class,2 h 
804,Stretching,131,advanced,25,18.84,2024-01-18 05:30:00.393354,A Stretching class,1 h 35 min
805,Other,845,begginer,8,18.08,2023-09-05 15:30:00.393354,A Other class,2 h 
806,Zumba,949,advanced,9,23.61,2023-07-16 19:30:00.393354,A Zumba class,1 h 25 min
807,GAP,524,begginer,21,9.9,2023-07-30 19:30:00.393354,A GAP class,0 h 55 min
808,ABS,94,begginer,28,19.7,2023-08-25 21:00:00.393354,A ABS class,0 h 5 min
809,Pilates,397,begginer,48,10.17,2023-09-10 00:30:00.393354,A Pilates class,2 h 
810,Body Combat,971,advanced,2,12.57,2023-12-21 10:30:00.393354,A Body Combat class,0 h 10 min
811,Body Pump,899,all levels,43,16.21,2023-10-03 02:30:00.393354,A Body Pump class,0 h 40 min
812,Personalized,884,intermediate,4,12.58,2024-04-12 09:30:00.393354,A Personalized class,2 h 
813,Aerobics,258,advanced,4,12.12,2023-07-05 18:30:00.393354,A Aerobics class,1 h 30 min
814,Stretching,470,begginer,47,9.82,2023-09-07 17:30:00.393354,A Stretching class,2 h 
815,Aerobics,630,intermediate,41,11.72,2023-09-09 12:30:00.393354,A Aerobics class,1 h 5 min
816,ABS,52,begginer,42,13.49,2024-04-09 15:00:00.393354,A ABS class,0 h 10 min
817,Body Pump,315,intermediate,17,12.71,2023-07-07 05:00:00.393354,A Body Pump class,2 h 
818,GAP,391,intermediate,37,14.2,2023-08-31 09:30:00.393354,A GAP class,0 h 25 min
819,Body Combat,31,intermediate,25,19.13,2024-05-03 03:30:00.393354,A Body Combat class,2 h 
820,Barre,832,begginer,17,12.29,2024-05-06 22:00:00.393354,A Barre class,0 h 25 min
821,Total Body Conditioning,495,advanced,43,13.93,2023-09-13 16:30:00.393354,A Total Body Conditioning class,1 h 30 min
822,Spinning,686,all levels,14,13.72,2024-01-08 16:30:00.393354,A Spinning class,2 h 
823,Boxing,107,all levels,25,12.6,2023-10-11 06:30:00.393354,A Boxing class,1 h 40 min
824,Stretching,686,all levels,42,15.57,2023-08-01 04:30:00.393354,A Stretching class,2 h 
825,Boxing,603,all levels,43,10.61,2023-08-31 02:30:00.393354,A Boxing class,2 h 
826,Kickboxing,244,advanced,3,19.83,2024-05-19 00:30:00.393354,A Kickboxing class,2 h 
827,HIIT,350,advanced,21,17.25,2023-11-21 00:30:00.393354,A HIIT class,0 h 20 min
828,Barre,517,advanced,25,15.65,2023-11-05 20:00:00.393354,A Barre class,2 h 
829,Body Combat,669,advanced,42,14.61,2023-11-08 06:30:00.393354,A Body Combat class,1 h 5 min
830,Pilates,704,intermediate,40,16.63,2023-12-13 14:00:00.393354,A Pilates class,1 h 20 min
831,Aerobics,27,all levels,48,20.9,2024-01-26 17:30:00.393354,A Aerobics class,0 h 10 min
832,Personalized,322,intermediate,48,17.64,2023-06-14 19:30:00.393354,A Personalized class,2 h 
833,Stretching,931,advanced,13,14.22,2024-02-17 23:00:00.393354,A Stretching class,0 h 55 min
834,Yoga,57,intermediate,13,11.06,2023-06-06 03:30:00.393354,A Yoga class,1 h 45 min
835,Body Pump,250,all levels,26,13.42,2023-11-15 19:30:00.393354,A Body Pump class,1 h 10 min
836,Boxing,720,begginer,36,13.69,2023-08-11 08:30:00.393354,A Boxing class,0 h 
837,Total Body Conditioning,88,all levels,31,12.32,2024-03-30 06:00:00.393354,A Total Body Conditioning class,0 h 40 min
838,Body Combat,918,advanced,4,11.62,2024-02-21 03:30:00.393354,A Body Combat class,2 h 
